-1 0.000000 0.000000 
 0 1.465433 -2.147494 
 1 1.529781 -2.340228 
 2 1.583908 -2.508763 
 3 1.658715 -2.751336 
 4 1.703148 -2.900712 
 5 1.740000 -3.027601 
 6 1.763843 -3.111142 
 7 1.794944 -3.221823 
 8 1.816916 -3.301183 
 9 1.834882 -3.366793 
10 1.859673 -3.458385 
11 1.882828 -3.545040 
12 1.898199 -3.603158 
13 1.909473 -3.646087 
14 1.924410 -3.703355 
15 1.935309 -3.745421 
16 1.941227 -3.768363 
17 1.944033 -3.779264 
18 1.945311 -3.784236 
19 1.945317 -3.784257 
20 1.944785 -3.782189 
21 1.943792 -3.778329 
22 1.941614 -3.769863 
23 1.939299 -3.760880 
24 1.935725 -3.747032 
25 1.932021 -3.732704 
26 1.925714 -3.708373 
27 1.919984 -3.686338 
28 1.913363 -3.660959 
29 1.905613 -3.631360 
30 1.895343 -3.592324 
31 1.881969 -3.541806 
32 1.872929 -3.507863 
33 1.870452 -3.498592 
34 1.867032 -3.485808 
35 1.865908 -3.481612 
36 1.863873 -3.474024 
37 1.863936 -3.474257 
38 1.860383 -3.461025 
39 1.864279 -3.475534 
40 1.861527 -3.465284 
41 1.862861 -3.470253 
42 1.864367 -3.475865 
43 1.863896 -3.474110 
44 1.864070 -3.474757 
45 1.866511 -3.483862 
46 1.867727 -3.488404 
47 1.869875 -3.496433 
48 1.873441 -3.509781 
49 1.876565 -3.521495 
50 1.877901 -3.526512 
51 1.876835 -3.522508 
52 1.880810 -3.537445 
53 1.879992 -3.534370 
54 1.883177 -3.546356 
55 1.887644 -3.563201 
56 1.892780 -3.582616 
57 1.894789 -3.590226 
58 1.897673 -3.601162 
59 1.903100 -3.621788 
60 1.902357 -3.618964 
61 1.906698 -3.635496 
62 1.908619 -3.642828 
63 1.907317 -3.637856 
64 1.909661 -3.646805 
65 1.911366 -3.653322 
66 1.910523 -3.650097 
67 1.908216 -3.641288 
68 1.912814 -3.658858 
69 1.911600 -3.654213 
70 1.910034 -3.648229 
71 1.913891 -3.662979 
72 1.913099 -3.659948 
73 1.912878 -3.659104 
74 1.915104 -3.667622 
75 1.914774 -3.666358 
76 1.913842 -3.662791 
77 1.916663 -3.673596 
78 1.916514 -3.673025 
79 1.916465 -3.672839 
80 1.912515 -3.657714 
81 1.913723 -3.662334 
82 1.916324 -3.672299 
83 1.916745 -3.673910 
84 1.919369 -3.683978 
85 1.917531 -3.676926 
86 1.917400 -3.676421 
87 1.918087 -3.679058 
88 1.918831 -3.681913 
89 1.918157 -3.679327 
90 1.915107 -3.667636 
91 1.916280 -3.672128 
92 1.919380 -3.684018 
93 1.917949 -3.678530 
94 1.919609 -3.684898 
95 1.919669 -3.685131 
96 1.922684 -3.696714 
97 1.918761 -3.681643 
98 1.916529 -3.673084 
99 1.917151 -3.675470 
100 1.920456 -3.688153 
101 1.918981 -3.682489 
102 1.918603 -3.681038 
103 1.922351 -3.695433 
104 1.919126 -3.683045 
105 1.919601 -3.684866 
106 1.917988 -3.678678 
107 1.917786 -3.677902 
108 1.920509 -3.688355 
109 1.919942 -3.686176 
110 1.922922 -3.697628 
111 1.919640 -3.685017 
112 1.920700 -3.689088 
113 1.918281 -3.679801 
114 1.923980 -3.701699 
115 1.920198 -3.687159 
116 1.920006 -3.686422 
117 1.922464 -3.695867 
118 1.917295 -3.676022 
119 1.916916 -3.674566 
120 1.920859 -3.689700 
121 1.921787 -3.693264 
122 1.921255 -3.691219 
123 1.922140 -3.694622 
124 1.921139 -3.690776 
125 1.919972 -3.686294 
126 1.920619 -3.688778 
127 1.922935 -3.697678 
128 1.921313 -3.691445 
129 1.923737 -3.700765 
130 1.919573 -3.684761 
131 1.923167 -3.698570 
132 1.920060 -3.686630 
133 1.923766 -3.700877 
134 1.920490 -3.688283 
135 1.922765 -3.697024 
136 1.929557 -3.723189 
137 1.930135 -3.725423 
138 1.930974 -3.728659 
139 1.927833 -3.716542 
140 1.928251 -3.718151 
141 1.923015 -3.697986 
142 1.921471 -3.692052 
143 1.920613 -3.688753 
144 1.923127 -3.698419 
145 1.922867 -3.697419 
146 1.922123 -3.694555 
147 1.922308 -3.695268 
148 1.922971 -3.697817 
149 1.922056 -3.694299 
150 1.923590 -3.700197 
151 1.920853 -3.689678 
152 1.922428 -3.695729 
153 1.927152 -3.713913 
154 1.926187 -3.710195 
155 1.925347 -3.706962 
156 1.924713 -3.704518 
157 1.921632 -3.692670 
158 1.929297 -3.722186 
159 1.926834 -3.712690 
160 1.921659 -3.692774 
161 1.924158 -3.702383 
162 1.923756 -3.700838 
163 1.924125 -3.702257 
164 1.921863 -3.693556 
165 1.924882 -3.705172 
166 1.924360 -3.703161 
167 1.925399 -3.707162 
168 1.923268 -3.698958 
169 1.925129 -3.706123 
170 1.926631 -3.711906 
171 1.923293 -3.699054 
172 1.920744 -3.689256 
173 1.918150 -3.679301 
174 1.919382 -3.684028 
175 1.922959 -3.697771 
176 1.924806 -3.704879 
177 1.925359 -3.707009 
178 1.923653 -3.700441 
179 1.922805 -3.697178 
180 1.925915 -3.709149 
181 1.926897 -3.712931 
182 1.926261 -3.710483 
183 1.922978 -3.697843 
184 1.925343 -3.706944 
185 1.924755 -3.704682 
186 1.922585 -3.696332 
187 1.925735 -3.708457 
188 1.926791 -3.712525 
189 1.927553 -3.715462 
190 1.928952 -3.720857 
191 1.930581 -3.727144 
192 1.926769 -3.712440 
193 1.927949 -3.716986 
194 1.931188 -3.729485 
195 1.930756 -3.727817 
196 1.930727 -3.727707 
197 1.930345 -3.726233 
198 1.930828 -3.728098 
199 1.930015 -3.724957 
200 1.931376 -3.730212 
201 1.928189 -3.717911 
202 1.928444 -3.718896 
203 1.929207 -3.721840 
204 1.929983 -3.724835 
205 1.926500 -3.711403 
206 1.925441 -3.707324 
207 1.928313 -3.718389 
208 1.925049 -3.705813 
209 1.926178 -3.710162 
210 1.926298 -3.710624 
211 1.928361 -3.718575 
212 1.927663 -3.715884 
213 1.931878 -3.732154 
214 1.929115 -3.721487 
215 1.929252 -3.722012 
216 1.927294 -3.714464 
217 1.925995 -3.709456 
218 1.929849 -3.724316 
219 1.929060 -3.721272 
220 1.927341 -3.714642 
221 1.929240 -3.721967 
222 1.929644 -3.723527 
223 1.929437 -3.722729 
224 1.928849 -3.720458 
225 1.929807 -3.724155 
226 1.929068 -3.721302 
227 1.927287 -3.714435 
228 1.923944 -3.701562 
229 1.923578 -3.700151 
230 1.920718 -3.689157 
231 1.925021 -3.705704 
232 1.925539 -3.707699 
233 1.927115 -3.713771 
234 1.923207 -3.698723 
235 1.925791 -3.708672 
236 1.926808 -3.712590 
237 1.926430 -3.711131 
238 1.926586 -3.711734 
239 1.926472 -3.711296 
240 1.926661 -3.712024 
241 1.930617 -3.727280 
242 1.928709 -3.719920 
243 1.922986 -3.697876 
244 1.924371 -3.703204 
245 1.921651 -3.692743 
246 1.923789 -3.700962 
247 1.925288 -3.706735 
248 1.921676 -3.692839 
249 1.922900 -3.697543 
250 1.923473 -3.699748 
251 1.925806 -3.708728 
252 1.925660 -3.708165 
253 1.923814 -3.701059 
254 1.927332 -3.714608 
255 1.927335 -3.714622 
256 1.927245 -3.714274 
257 1.926940 -3.713096 
258 1.921998 -3.694077 
259 1.925747 -3.708503 
260 1.926302 -3.710640 
261 1.926354 -3.710841 
262 1.926644 -3.711956 
263 1.927771 -3.716303 
264 1.927292 -3.714453 
265 1.925311 -3.706821 
266 1.923001 -3.697934 
267 1.921704 -3.692946 
268 1.923440 -3.699623 
269 1.920319 -3.687625 
270 1.922230 -3.694969 
271 1.926749 -3.712361 
272 1.925930 -3.709205 
273 1.923454 -3.699676 
274 1.923300 -3.699083 
275 1.922333 -3.695365 
276 1.923952 -3.701592 
277 1.920742 -3.689251 
278 1.915602 -3.669531 
279 1.918615 -3.681085 
280 1.920551 -3.688515 
281 1.920203 -3.687181 
282 1.920068 -3.686663 
283 1.921653 -3.692751 
284 1.924082 -3.702092 
285 1.925781 -3.708632 
286 1.924909 -3.705276 
287 1.928121 -3.717651 
288 1.929695 -3.723724 
289 1.927507 -3.715285 
290 1.926459 -3.711243 
