-1 0.000000 0.000000 
 0 1.465291 -2.147078 
 1 1.523222 -2.320205 
 2 1.575167 -2.481152 
 3 1.630930 -2.659934 
 4 1.679324 -2.820128 
 5 1.720315 -2.959483 
 6 1.741651 -3.033349 
 7 1.758760 -3.093237 
 8 1.770509 -3.134700 
 9 1.789895 -3.203725 
10 1.799377 -3.237758 
11 1.817598 -3.303664 
12 1.825849 -3.333726 
13 1.840130 -3.386079 
14 1.856414 -3.446272 
15 1.871018 -3.500710 
16 1.879805 -3.533666 
17 1.888205 -3.565317 
18 1.900759 -3.612883 
19 1.908063 -3.640703 
20 1.913415 -3.661156 
21 1.916951 -3.674700 
22 1.918796 -3.681776 
23 1.919451 -3.684291 
24 1.920112 -3.686832 
25 1.921220 -3.691086 
26 1.921802 -3.693322 
27 1.921966 -3.693953 
28 1.922182 -3.694783 
29 1.922248 -3.695039 
30 1.921666 -3.692799 
31 1.920551 -3.688515 
32 1.917314 -3.676094 
33 1.915582 -3.669453 
34 1.914468 -3.665188 
35 1.913760 -3.662479 
36 1.914907 -3.666870 
37 1.915085 -3.667552 
38 1.916497 -3.672959 
39 1.916345 -3.672378 
40 1.916669 -3.673619 
41 1.914944 -3.667009 
42 1.914341 -3.664702 
43 1.914823 -3.666548 
44 1.916122 -3.671524 
45 1.916627 -3.673460 
46 1.918387 -3.680209 
47 1.921146 -3.690804 
48 1.920857 -3.689691 
49 1.922443 -3.695789 
50 1.923364 -3.699329 
51 1.922914 -3.697599 
52 1.922767 -3.697032 
53 1.923734 -3.700753 
54 1.923169 -3.698581 
55 1.924638 -3.704232 
56 1.924737 -3.704614 
57 1.926091 -3.709828 
58 1.926409 -3.711052 
59 1.926343 -3.710796 
60 1.926925 -3.713041 
61 1.928847 -3.720449 
62 1.929408 -3.722614 
63 1.929178 -3.721727 
64 1.929535 -3.723105 
65 1.928853 -3.720472 
66 1.931154 -3.729356 
67 1.932328 -3.733891 
68 1.934582 -3.742607 
69 1.934780 -3.743372 
70 1.935569 -3.746429 
71 1.935327 -3.745490 
72 1.936260 -3.749101 
73 1.938327 -3.757113 
74 1.939479 -3.761577 
75 1.940250 -3.764572 
76 1.940282 -3.764692 
77 1.941187 -3.768208 
78 1.941382 -3.768963 
79 1.942133 -3.771882 
80 1.943199 -3.776022 
81 1.945812 -3.786184 
82 1.945994 -3.786891 
83 1.945644 -3.785532 
84 1.944322 -3.780387 
85 1.941979 -3.771284 
86 1.943798 -3.778352 
87 1.945743 -3.785916 
88 1.946436 -3.788612 
89 1.946475 -3.788764 
90 1.947597 -3.793135 
91 1.948419 -3.796336 
92 1.949424 -3.800254 
93 1.948789 -3.797780 
94 1.947927 -3.794420 
95 1.949150 -3.799184 
96 1.950205 -3.803301 
97 1.951249 -3.807371 
98 1.951026 -3.806501 
